1920/1080
(392,968)
(392,997)
(241,968)
(241,968)
(241,968)
(211,997)
(392,938)
(392,968)
(362,938)
(271,968)
(392,968)
(271,938)
(392,968)
(392,938)
(392,938)
(392,968)
(422,997)
(422,997)
(392,968)
(301,968)
(452,968)
(392,968)
(271,997)
(271,997)
(392,997)
(392,1056)
(301,1026)
(301,1056)
(331,1026)
(452,1026)
(422,1056)
(331,1085)
(452,1114)
(452,1144)
(482,1056)
(452,1056)
(512,997)
(452,968)
(512,997)
(512,1056)
(573,1056)
(512,1026)
(392,1056)
(482,1026)
(452,997)
(452,997)
(452,1026)
(452,997)
(452,1026)
(392,997)
(482,997)
(452,968)
(452,997)
(452,968)
(392,1026)
(392,1056)
(392,1056)
(362,1026)
(392,968)
(331,938)
(392,968)
(362,997)
(331,1026)
(331,1056)
(331,1056)
(331,1056)
(331,997)
(331,968)
(362,968)
(331,997)
(301,1026)
(331,1026)
(271,1026)
(301,997)
(211,997)
(362,968)
(331,968)
(331,968)
(362,997)
(392,938)
(362,880)
(422,909)
(422,909)
(392,938)
(392,938)
(362,938)
(422,938)
(392,909)
(422,909)
(362,909)
(392,880)
(392,938)
(422,909)
(392,938)
(422,938)
(452,909)
(362,938)
(422,938)
(422,938)
(452,880)
(482,880)
(482,850)
(512,821)
(512,880)
(573,880)
(573,880)
(573,821)
(543,704)
(512,528)
(512,293)
(452,0)
(452,146)
(392,234)
(392,264)
(331,322)
(362,381)
(362,440)
(392,528)
(422,528)
(482,498)
(543,440)
(543,352)
(543,146)
(512,29)
(482,29)
(512,29)
(573,0)
(603,58)
(694,0)
(573,234)
(573,674)
(694,938)
(754,792)
(694,704)
(724,469)
(694,322)
(694,352)
(875,440)
(905,586)
(814,645)
(935,528)
(935,410)
(965,205)
(935,0)
(995,58)
(995,117)
(1056,0)
(1116,234)
